stop_name,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
PISA SAN ROSSORE,Fri,2.9595490716180373,2.0,158,1508,442,236,65
PISTICCI,Fri,3.96,2.0,6,75,26,19,9
PISTOIA,Fri,1.5163398692810457,1.0,104,1071,203,119,41
PM BOSCO,Fri,2.7962962962962963,2.0,7,54,17,7,1
POGGIO - CAREGGINE - VAGLI,Fri,3.2531645569620253,2.0,26,237,71,29,6
POLICORO TURSI,Fri,8.5,5.0,4,48,32,24,13
POLIGNANO A MARE,Fri,2.7352555701179555,1.0,86,763,183,110,42
POLLINA,Fri,0.6261682242990654,-1.0,23,214,25,16,11
POMPEI,Fri,2.1308290155440415,1.0,68,772,173,75,26
PONTE A MORIANO,Fri,3.872670807453416,3.0,34,322,133,62,17
PONTE DI NONA,Fri,0.46463654223968565,-1.0,93,1018,130,55,15
PONTE D`ADDA,Fri,6.074303405572755,4.0,27,323,178,118,48
PONTECCHIO MARCONI,Fri,2.111111111111111,2.0,5,63,16,5,0
PONTELAGOSCURO,Fri,2.8016528925619837,1.0,10,121,37,25,4
PONTI,Fri,4.084507042253521,4.0,23,213,111,60,7
PORDENONE,Fri,1.0234741784037558,-1.0,83,852,119,77,25
PORTO D`ASCOLI,Fri,3.448657187993681,2.0,69,633,200,104,31
PORTO S. ELPIDIO,Fri,3.6228070175438596,2.0,47,456,144,94,32
PORTO VALTRAVAGLIA,Fri,3.9245810055865924,3.0,32,358,154,97,16
PORTOMAGGIORE,Fri,2.5482954545454546,1.0,36,352,65,34,17
POSTIOMA,Fri,2.3164983164983166,2.0,41,297,41,11,1
PRATO CENTRALE,Fri,0.7821565407772304,-1.0,176,1827,260,164,74
PRATOLA PELIGNA SUPERIORE,Fri,3.814432989690722,6.0,29,291,155,148,9
PRIMOLANO,Fri,3.5497076023391814,3.0,14,171,60,26,6
PRIOLO MELILLI,Fri,1.7973856209150327,1.0,19,153,27,17,7
Potenza Univ.,Fri,4.882352941176471,2.0,15,170,45,27,12
QUARTESANA,Fri,-0.0440251572327044,0.0,18,159,10,5,2
RACCONIGI,Fri,2.281609195402299,1.0,58,522,86,47,17
RAGUSA,Fri,2.526627218934911,1.0,16,169,49,34,17
RAPALLO,Fri,8.851851851851851,6.0,20,27,20,14,9
REGGIO DI CALABRIA PELLARO,Fri,1.4032586558044806,1.0,41,491,67,36,9
REGGIO MEDIOPADANA,Fri,1.53475935828877,1.0,26,187,23,11,3
REMEDELLO SOPRA,Fri,6.62379421221865,5.0,25,311,203,147,51
RICCIONE,Fri,2.354330708661417,1.0,67,762,174,124,54
RIGNANO SULL`ARNO REGGELLO,Fri,2.1707920792079207,1.0,82,808,203,114,33
RIGOLI,Fri,1.6102941176470589,1.0,15,136,30,12,2
RIMINIFIERA,Fri,3.891304347826087,3.0,46,46,14,9,2
ROCCA D`EVANDRO,Fri,4.4147286821705425,3.0,27,258,105,62,23
ROCCA RAVINDOLA,Fri,2.6533333333333333,1.0,10,75,23,12,5
ROCCAVIONE,Fri,2.0606060606060606,1.0,36,264,30,11,2
ROCCHETTA TANARO CERRO,Fri,1.4409937888198758,1.0,17,161,20,9,2
RODALLO,Fri,1.9395770392749245,1.0,31,331,58,33,11
ROMA AURELIA,Fri,1.3342579750346741,1.0,64,721,115,49,16
ROMA MONTE MARIO,Fri,1.7277386290839205,1.0,147,1561,189,78,30
ROMA NOMENTANA L.L.,Fri,1.2751961375980687,1.0,136,1657,200,98,28
ROMA S.FILIPPO NERI,Fri,1.6860986547085202,1.0,147,1561,224,84,28
ROMA S.PIETRO,Fri,0.9973172367538564,0.0,272,2982,368,152,60
ROMA TERMINI,Fri,2.0450928381962865,0.0,515,5655,1165,726,364
ROMANORE,Fri,4.119791666666667,2.0,32,384,113,73,28
ROSETO DEGLI ABRUZZI,Fri,2.980392156862745,2.0,67,714,216,132,31
ROVELLASCA - MANERA,Fri,0.002902757619738752,0.0,58,689,0,0,0
ROVIGO,Fri,0.049019607843137254,-1.0,71,816,129,89,38
RUBIERA,Fri,3.7677824267782425,2.0,40,478,144,88,34
RUDALZA,Fri,1.3225806451612903,1.0,12,124,2,1,0
S. CASSIANO VALCHIAVENNA,Fri,1.4251336898395721,1.0,32,374,68,16,3
S. EUROSIA,Fri,1.6684073107049608,1.0,46,383,37,15,7
S. GIOVANNI IN CROCE,Fri,4.734848484848484,3.0,33,396,196,131,43
S. GIULIANO PIACENTINO,Fri,3.482142857142857,2.0,17,168,52,25,9
S. MARIA DELLE MOLE,Fri,4.221453287197232,4.0,62,578,308,151,18
S. PAOLO SOLBRITO,Fri,1.7098445595854923,1.0,31,386,53,23,3
S. PIETRO BERBENNO,Fri,3.147286821705426,2.0,21,258,91,43,17
S. ZENO FOLZANO,Fri,3.8038067349926794,2.0,55,683,175,99,49
S.ANTIMO S.ARPINO,Fri,12.0,12.0,1,1,1,1,1
S.CATERINA DELL`JONIO,Fri,4.360655737704918,5.0,6,61,36,26,7
S.FELICE SP,Fri,2.7831474597273855,1.0,78,807,230,147,50
S.GIORGIO P.,Fri,3.5172413793103448,2.0,50,522,163,109,43
S.GIULIANO PIEMONTE,Fri,1.8255813953488371,1.0,18,172,30,11,4
S.LAZZARO DI SAVENA,Fri,5.090579710144928,3.0,54,552,275,168,63
S.LIBERATO,Fri,2.0,2.0,1,1,0,0,0
S.LORENZO MAGGIORE,Fri,4.121951219512195,2.0,14,123,44,29,17
S.LUCIDO MARINA,Fri,1.1176470588235294,2.0,4,51,5,1,1
S.MARIA CAPUA VETERE,Fri,4.0889929742388755,2.0,44,427,157,85,37
S.MARTINO DI LUPARI,Fri,6.0,6.0,1,1,1,1,0
S.NAZARIO,Fri,3.1228070175438596,2.0,14,171,39,11,5
S.PATRIZIO,Fri,6.708333333333333,5.0,4,48,27,18,7
S.PIERO A SIEVE,Fri,1.9521829521829521,1.0,47,481,80,50,15
S.ROMANO MONTOPOLI S.CROCE,Fri,2.971311475409836,2.0,79,732,206,110,32
S.TROVASO,Fri,0.0,0.0,1,1,0,0,0
SAGRADO,Fri,1.9745916515426498,1.0,62,551,94,48,10
SALBERTRAND,Fri,2.0368663594470044,1.0,55,434,64,35,14
SALERNO IRNO,Fri,2.3333333333333335,1.0,2,3,1,1,0
SALONE,Fri,0.6935064935064935,0.0,35,385,45,25,4
SAMASSI SERRENTI,Fri,0.41116751269035534,-1.0,45,394,32,15,4
SAMOGGIA,Fri,4.131465517241379,2.0,39,464,156,98,43
SAN BENEDETTO SAMBRO-CAST.PEPOLI,Fri,1.7292929292929293,1.0,49,495,89,43,13
SAN BONIFACIO,Fri,3.305521472392638,2.0,81,815,271,152,57
SAN GIORGIO,Fri,2.796875,1.0,26,256,65,38,8
SAN MARCO D`ALUNZIO T.,Fri,2.4082397003745317,1.0,27,267,55,25,8
SAN MOMME`,Fri,1.9733333333333334,2.0,12,150,18,3,3
SAN PAOLO,Fri,0.08588957055214724,-1.0,14,163,11,7,4
SANGUINETTO,Fri,1.5931372549019607,1.0,23,204,31,10,5
SANNAZZARO,Fri,4.819787985865724,3.0,26,283,134,69,17
SANTE MARIE,Fri,1.4615384615384615,1.0,1,13,1,1,0
SANTHIA`,Fri,1.9990467111534795,1.0,101,1049,220,114,40
SANTUARIO,Fri,0.7792207792207793,1.0,10,77,2,0,0
SARONNO,Fri,0.027183342972816656,0.0,344,3458,64,19,3
SAVIGLIANO,Fri,2.8623265741728923,1.0,98,937,203,112,42
SAVIGNANO SUL RUBICONE,Fri,3.6030368763557483,2.0,39,461,142,84,21
SCURCOLA MARSICANA,Fri,1.3061224489795917,-1.0,5,49,5,3,2
SECUGNAGO,Fri,3.831140350877193,1.0,38,456,136,83,40
SERENELLA,Fri,2.953271028037383,3.0,31,321,93,32,2
SERENISSIMA,Fri,0.13082901554404144,-1.0,69,772,59,34,15
SERRA S.QUIRICO,Fri,1.6876790830945558,1.0,32,349,72,25,7
SICIGNANO DEGLI ALBURNI,Fri,4.465648854961832,2.0,12,131,55,43,15
SIPICCIANO S.NICOLA,Fri,0.875,0.0,4,48,8,1,0
SIRACUSA,Fri,3.040160642570281,1.0,31,249,72,51,32
SOLAROLO,Fri,4.937777777777778,3.0,47,450,214,129,48
SOLERO,Fri,1.7592592592592593,1.0,17,162,31,9,2
SOLIGNANO,Fri,14.9,9.0,8,10,8,7,5
SPARANISE,Fri,2.954233409610984,1.0,46,437,113,62,27
SPIGNO,Fri,4.366197183098592,4.0,23,213,127,75,7
SPINEA,Fri,1.2325285895806861,1.0,64,787,98,35,9
SPOLETO,Fri,3.1682785299806575,1.0,47,517,142,91,46
STANGHELLA,Fri,3.6020408163265305,3.0,27,294,116,62,14
STRONGOLI,Fri,4.308411214953271,4.0,19,214,118,70,13
SUNO,Fri,4.054054054054054,1.0,7,74,24,17,6
SUZZARA,Fri,3.163132137030995,2.0,52,613,165,90,33
TERAMO,Fri,1.3608695652173912,1.0,22,230,21,10,4
TERLANO-ANDRIANO,Fri,3.347985347985348,3.0,49,546,236,92,2
TERME VIGLIATORE,Fri,6.0,6.0,1,1,1,1,0
TERNI,Fri,1.0724637681159421,0.0,54,483,101,54,16
TERONTOLA CORTONA,Fri,4.283428571428572,3.0,81,875,366,214,78
TOLINE,Fri,0.013422818791946308,0.0,20,149,0,0,0
TOR VERGATA,Fri,3.1349072512647553,2.0,58,593,166,61,15
TORA PRESENZANO,Fri,4.6692307692307695,3.0,27,260,115,53,21
TORANO LATTARICO,Fri,0.8341708542713567,0.0,16,199,25,10,8
TORREBERETTI,Fri,3.206463195691203,2.0,56,557,196,84,28
TORRICOLA,Fri,1.649932157394844,1.0,73,737,160,77,13
TRADATE,Fri,0.0027624309392265192,0.0,65,724,0,0,0
TRANI,Fri,3.5741475019825537,2.0,122,1261,444,280,93
TRENTO S.BARTOLAMEO,Fri,2.517948717948718,2.0,16,195,25,11,6
TREPUZZI,Fri,2.0,2.0,1,1,0,0,0
TRESENDA-APRICA-TEGLIO,Fri,2.8607594936708862,1.0,27,316,63,45,33
TRIESTE CENTRALE,Fri,1.0923076923076922,0.0,76,780,109,65,30
TRINITAPOLI S.FERDIN. DI P.,Fri,3.3411016949152543,2.0,54,472,163,98,30
TRIUGGIO-PONTE ALBIATE,Fri,1.7917525773195877,1.0,40,485,130,64,12
TROPEA,Fri,2.48,2.0,20,200,66,36,11
UDINE,Fri,0.6333666333666333,0.0,106,1001,149,72,28
URAS MOGORO,Fri,2.5355805243445695,1.0,38,267,64,33,11
VALLE DI MADDALONI,Fri,7.110526315789474,5.0,20,190,114,88,51
VALLELUNGA,Fri,0.1111111111111111,-1.0,9,108,12,7,1
VALMONTONE,Fri,2.9374301675977654,2.0,96,895,209,78,14
VANZAGO POGLIANO,Fri,4.371597633136095,3.0,80,845,419,255,52
VARANO,Fri,2.73921568627451,1.0,49,510,125,70,23
VAREDO,Fri,0.2646017699115044,0.0,124,1130,21,12,3
VARENNA ESINO,Fri,3.6875,2.0,54,656,225,139,46
VARESE,Fri,2.1601903251387786,1.0,103,1261,260,145,46
VASTO S.SALVO,Fri,2.8672086720867207,1.0,31,369,98,65,23
VENEZIA PORTO MARGHERA,Fri,5.73469387755102,5.0,36,49,41,23,4
VENEZIA SANTA LUCIA,Fri,1.006635700066357,0.0,272,3014,400,191,102
VENTIMIGLIA,Fri,1.3806970509383378,0.0,39,373,92,64,19
VERGIATE,Fri,3.2442748091603053,2.0,33,393,143,86,18
VERNANTE,Fri,0.4053030303030303,0.0,36,264,10,6,2
VERNAZZA,Fri,8.88888888888889,9.0,9,9,8,7,2
VEROLANUOVA,Fri,3.6666666666666665,2.0,33,411,120,64,31
VEROLENGO,Fri,2.574074074074074,2.0,27,324,105,25,3
VERONA PORTA VESCOVO,Fri,2.286764705882353,2.0,81,816,234,144,51
VESPOLATE,Fri,2.7928286852589643,2.0,28,251,59,27,12
VETRALLA,Fri,1.2543859649122806,1.0,47,456,47,28,15
VIBO MARINA,Fri,4.19,3.0,20,200,75,39,14
VICCHIO,Fri,3.0377833753148615,2.0,43,397,126,73,20
VICOFERTILE,Fri,2.953416149068323,2.0,29,322,83,47,18
VICOFORTE SAN MICHELE,Fri,1.2284263959390862,1.0,18,197,9,7,4
VIGARANO PIEVE,Fri,2.858974358974359,2.0,18,156,35,18,9
VIGLIANO D`ASTI,Fri,1.528735632183908,1.0,16,174,16,7,1
VIGNALE,Fri,2.065868263473054,1.0,14,167,31,13,4
VILLA S.GIOVANNI MARE,Fri,28.70967741935484,20.0,8,31,25,24,20
VILLABASSA - BRAIES,Fri,-0.030303030303030304,0.0,9,99,8,4,3
VILLANOVA DI REGGIOLO,Fri,4.166666666666667,2.0,31,360,121,71,28
VILLASPECIOSA UTA,Fri,3.965367965367965,2.0,48,462,172,156,27
VILLETTA S. ROMANO,Fri,3.2357723577235773,2.0,27,246,74,27,5
VIPITENO,Fri,0.8762711864406779,-1.0,52,590,88,60,26
VITTORIA,Fri,2.601449275362319,1.0,13,138,41,32,12
VITTORIO VENETO,Fri,1.5030674846625767,1.0,34,326,46,20,2
VOGHERA,Fri,3.7527527527527527,2.0,91,999,373,244,92
VOGOGNA OSSOLA,Fri,3.538011695906433,2.0,33,342,101,65,22
VOLTANA,Fri,3.4843304843304845,2.0,35,351,95,55,14
ZAPPULLA,Fri,1.2322097378277153,0.0,28,267,35,24,9
ABBADIA LARIANA,Fri,0.6656346749226006,1.0,28,323,35,23,9
ABBIATEGRASSO,Fri,3.021505376344086,2.0,56,558,175,96,33
ACERRA,Fri,3.2525125628140703,2.0,73,796,235,118,45
ACQUI TERME,Fri,3.6455981941309257,3.0,41,443,179,83,19
AIELLI,Fri,2.46875,1.0,9,32,3,2,1
AIRUNO,Fri,3.53,2.0,68,800,226,138,56
ALA,Fri,3.9685792349726774,3.0,66,732,317,196,73
ALCANTARA,Fri,1.9537712895377128,1.0,43,411,94,52,17
ALESSANDRIA,Fri,1.5718496683861458,1.0,130,1357,348,213,65
ALICE BELCOLLE,Fri,0.9265536723163842,0.0,16,177,7,3,1
ALLERONA-CASTEL VISCARDO,Fri,2.3555555555555556,2.0,12,135,26,12,4
ALTARE,Fri,1.278688524590164,1.0,11,122,12,10,6
ANAGNI-FIUGGI,Fri,1.3544891640866874,1.0,74,646,102,52,11
ANCONA,Fri,1.9073461283917934,0.0,140,1511,353,265,144
ANCONETTA,Fri,0.7764705882352941,2.0,36,425,158,41,7
ANDORA,Fri,2.029023746701847,1.0,41,379,122,84,14
ANZIO COLONIA,Fri,1.9446808510638298,2.0,52,470,52,15,6
AOSTA,Fri,3.338345864661654,3.0,37,266,104,40,14
APPIANO,Fri,2.3415744957709825,1.0,145,1537,258,102,34
APRILIA,Fri,2.197802197802198,2.0,58,546,136,48,10
ARBIA,Fri,2.171641791044776,1.0,24,134,27,9,2
ARECHI,Fri,0.08620689655172414,0.0,33,232,1,1,0
ARGENTA,Fri,2.8948863636363638,2.0,36,352,80,38,16
ASSEMINI S. LUCIA,Fri,0.18128654970760233,0.0,35,342,16,7,1
AVEZZANO,Fri,0.9113924050632911,0.0,35,316,43,26,11
AVIGLIANO LUCANIA,Fri,2.8,1.0,33,330,66,36,17
BAGNOLO IN PIANO,Fri,0.41397849462365593,0.0,26,186,15,10,2
BAGNOLO MELLA,Fri,3.7688311688311686,2.0,31,385,101,50,25
BAIANO DI SPOLETO,Fri,1.4080459770114941,-1.0,16,174,35,25,11
BALSORANO,Fri,1.8584070796460177,1.0,12,113,26,10,2
BARBERINO VAL D`ELSA,Fri,6.805555555555555,5.0,22,36,29,18,8
BARI PALESE MACCHIE,Fri,10.666666666666666,12.0,3,3,3,3,2
BARILE,Fri,6.507598784194529,5.0,33,329,198,152,44
BATTIPAGLIA,Fri,3.633587786259542,2.0,90,917,293,176,87
BAVENO,Fri,3.117948717948718,2.0,17,195,68,34,12
BAZZANA,Fri,1.016304347826087,0.0,16,184,11,7,2
BEFFI,Fri,1.0,0.0,4,4,1,0,0
BELGIOIOSO,Fri,4.974169741697417,3.0,22,271,121,84,39
BELLA MURO,Fri,3.1761658031088085,2.0,21,193,81,50,18
BELLINZAGO,Fri,2.891566265060241,2.0,14,166,36,13,4
BESNATE,Fri,2.8699421965317917,2.0,31,346,81,39,12
BIANCO,Fri,4.141263940520446,2.0,26,269,106,78,26
BIANZE`,Fri,2.6335403726708075,1.0,33,322,85,46,19
BISCEGLIE,Fri,4.078446909667195,3.0,123,1262,483,312,118
BISTAGNO,Fri,3.375586854460094,3.0,23,213,96,46,7
BISUSCHIO VIGGIU,Fri,3.4474885844748857,2.0,34,438,119,67,24
BIVIO D`AURISINA,Fri,1.9116022099447514,1.0,46,362,60,25,7
BOLGHERI,Fri,2.7205882352941178,2.0,22,204,67,33,9
BOLOGNA BORGO PANIGALE,Fri,3.296985815602837,3.0,110,1128,346,111,18
BOLOGNA MAZZINI,Fri,2.4933110367892977,2.0,60,598,105,43,13
BONASSOLA,Fri,9.0,3.0,2,2,1,1,1
BORDIGHERA,Fri,2.5365497076023393,2.0,65,684,180,101,32
BORGHETTO SANTO SPIRITO,Fri,0.0,0.0,1,1,0,0,0
BORGO S. GIOVANNI,Fri,0.010830324909747292,0.0,34,277,0,0,0
BORGO S. LORENZO,Fri,1.688612099644128,1.0,57,562,128,71,27
BORGO S.MARTINO,Fri,1.2666666666666666,1.0,25,300,33,17,2
BORGO SAN DALMAZZO,Fri,0.8371212121212122,1.0,36,264,15,10,1
BORGO TICINO,Fri,2.143646408839779,1.0,28,181,35,16,6
BORGO VERCELLI,Fri,1.35202492211838,0.0,33,321,40,24,9
BORGOCHIESANUOVA,Fri,4.3125,2.0,32,384,128,77,31
BORGOLOMBARDO,Fri,0.7371541501976284,0.0,65,506,74,35,4
BORGOMANERO,Fri,3.175531914893617,2.0,19,188,59,37,12
BOVISO MASCIAGO - MOMBELLO,Fri,1.0636704119850187,1.0,28,267,17,11,3
BRESCIA,Fri,3.7682555780933065,2.0,169,1972,681,427,176
BRESSANONE,Fri,3.4046997389033944,1.0,66,766,240,158,73
BROLO FICARRA,Fri,1.8052805280528053,1.0,30,303,66,40,8
BRONZOLO,Fri,2.4877344877344876,2.0,73,693,181,94,33
BUSSETO,Fri,2.5138121546961325,1.0,18,181,43,18,11
BUSSOLENO,Fri,0.5770089285714286,0.0,94,896,138,76,22
BUSTO ARSIZIO N.,Fri,1.096774193548387,1.0,51,558,42,11,5
Bazzano (AQ),Fri,5.642857142857143,5.0,7,84,68,37,4
Brindisi-Perrino,Fri,5.333333333333333,4.0,15,180,95,40,12
CAGLIARI ELMAS,Fri,1.2047146401985112,1.0,86,806,67,33,11
CAGLIARI S.GILLA,Fri,1.2756598240469208,1.0,35,341,22,11,4
CALALZO PIEVE CADORE CORTINA,Fri,0.4444444444444444,0.0,12,72,7,1,0
CALATABIANO,Fri,4.064516129032258,2.0,24,248,81,41,11
CALDONAZZO,Fri,2.943589743589744,2.0,16,195,66,30,8
CALOPEZZATI,Fri,3.7370892018779345,3.0,20,213,87,52,10
CALTANISSETTA CENTRALE,Fri,0.5135135135135135,-2.0,28,259,36,22,13
CALUSO,Fri,2.3488372093023258,2.0,33,344,79,35,13
CAMNAGO LENTATE,Fri,0.0024813895781637717,0.0,32,403,0,0,0
CAMNAGO-LENTATE,Fri,3.8331479421579533,2.0,99,899,317,201,81
CAMPOBELLO DI MAZARA,Fri,1.5250836120401339,-1.0,31,299,41,29,20
CAMPOFELICE,Fri,0.17842323651452283,-1.0,24,241,18,12,6
CAMPOFRANCO,Fri,3.7538940809968846,3.0,29,321,138,74,10
CAMPOLIGURE MASONE,Fri,5.208609271523179,3.0,24,302,151,97,36
CAMPOMIGLIAIO,Fri,2.344155844155844,2.0,14,154,31,15,5
CAMUCIA CORTONA,Fri,3.9056939501779357,3.0,52,562,221,132,39
CANETRA,Fri,7.87962962962963,6.0,14,108,92,63,20
CANNETO SULL`OGLIO,Fri,6.364548494983278,5.0,24,299,199,139,45
CANZO,Fri,0.009316770186335404,0.0,28,322,0,0,0
CARBONA,Fri,2.789473684210526,2.0,10,114,32,3,1
CARBONIA SERBARIU,Fri,-0.17679558011049723,-1.0,18,181,7,4,0
CARINI TORRE CIACHEA,Fri,13.5,10.0,2,2,2,2,1
CARMAGNOLA,Fri,2.1599115696389095,1.0,136,1357,205,101,41
CARNIA,Fri,-1.1222222222222222,-2.0,27,180,4,4,1
CARONNO - PERTUSELLA,Fri,0.0,0.0,70,889,0,0,0
CARPANE`VALSTAGNA,Fri,2.3216374269005846,1.0,14,171,24,11,5
CASABIANCA,Fri,4.402843601895735,4.0,49,422,218,107,16
CASALE MONFERRATO,Fri,-1.814102564102564,-3.0,26,312,16,9,2
CASALECCHIO GARIBALDI,Fri,1.1110116383169204,1.0,109,1117,153,51,12
CASALEGGIO,Fri,1.65,1.0,4,40,9,2,0
CASANOVA KAISERAU,Fri,1.7659033078880406,1.0,35,393,68,20,5
CASCINA,Fri,2.8672897196261684,2.0,52,535,161,81,20
CASSAGO-NIBIONNO-BULCIAGO,Fri,3.6876355748373104,3.0,38,461,204,94,13
CASTEL S.PIETRO TERME,Fri,4.242483026188167,3.0,93,1031,440,289,89
CASTELGUELFO,Fri,2.36,0.0,4,50,6,5,2
CASTELLANZA,Fri,0.7192192192192193,0.0,85,666,33,9,1
CASTIGLION FIORENTINO,Fri,3.784697508896797,3.0,52,562,221,132,41
CATANIA AER. FONTANAROSSA,Fri,7.0,7.0,4,4,3,3,1
CATANIA CENTRALE,Fri,1.451657458563536,-1.0,93,724,144,100,69
CATANIA EUROPA,Fri,30.0,30.0,1,1,1,1,1
CATANZARO LIDO,Fri,3.4853228962818004,2.0,50,511,161,100,35
CATENANUOVA,Fri,4.074468085106383,1.0,15,94,24,13,9
CAVA TIGOZZI,Fri,5.415384615384616,2.0,6,65,27,15,13
CAVALLERMAGGIORE,Fri,2.5444191343963554,1.0,93,878,171,91,38
CECCHINA,Fri,2.519134775374376,2.0,64,601,143,71,16
CECINA,Fri,2.758241758241758,2.0,65,637,186,107,39
CELANO-OVINDOLI,Fri,0.9545454545454546,0.0,10,44,6,2,1
CELLE BULGHERIA ROCCAGLORIOSA,Fri,2.313364055299539,1.0,22,217,45,25,11
CEPRANO-FALVATERRA,Fri,0.3925233644859813,-1.0,56,428,41,21,9
CERDA,Fri,2.323232323232323,2.0,18,198,30,14,4
CERTOSA DI PAVIA,Fri,3.6282660332541568,3.0,71,842,347,177,27
CESANO MADERNO,Fri,0.033446437227338824,0.0,217,2063,67,42,18
CETRARO,Fri,1.9814241486068112,1.0,32,323,54,26,9
CHIARAVALLE,Fri,-3.227450980392157,-4.0,23,255,15,8,3
CHIASSO,Fri,0.2966101694915254,-2.0,73,826,139,95,47
CHIERI,Fri,1.966789667896679,2.0,26,271,40,15,1
CHIETI,Fri,1.6981132075471699,1.0,52,477,80,38,15
CHIEUTI SERRACAPRIOLA,Fri,3.0,3.0,8,96,43,18,3
CHIOMONTE,Fri,1.3617511520737327,1.0,55,434,66,35,14
CHIURO,Fri,1.8,1.0,4,45,7,3,2
CITTIGLIO,Fri,0.0024630541871921183,0.0,34,406,0,0,0
CIVATE,Fri,4.11138014527845,3.0,34,413,181,102,22
CIVITA CASTELLANA,Fri,0.601965601965602,0.0,35,407,32,11,4
CODOLA,Fri,3.0,3.0,6,17,7,3,0
CODROIPO,Fri,2.4405506883604504,1.0,79,799,157,85,25
COLLE ISARCO,Fri,1.0776014109347443,-1.0,50,567,80,57,23
COLONNA GALLERIA,Fri,2.535645472061657,2.0,49,519,110,42,11
COMISO,Fri,3.451388888888889,2.0,14,144,52,37,17
CONDOVE,Fri,0.8888888888888888,0.0,44,513,68,41,10
CONSELICE,Fri,5.9375,5.0,4,48,28,19,7
CORDOVADO SESTO,Fri,2.2119205298013247,2.0,26,302,87,8,2
CORMONS,Fri,0.9499105545617174,0.0,62,559,78,41,9
CREMA,Fri,5.70509977827051,3.0,44,451,201,153,62
CREMONA,Fri,3.894186046511628,2.0,76,860,275,166,89
CRUCOLI,Fri,4.322429906542056,4.0,19,214,113,64,20
CUZZAGO,Fri,2.7435897435897436,2.0,17,195,57,30,9
DECIMOMANNU,Fri,0.24051724137931035,-1.0,124,1160,82,49,20
DEGO,Fri,1.5492957746478873,1.0,23,213,20,10,6
DEIVA MARINA,Fri,2.435546875,1.0,50,512,141,76,30
DELEBIO,Fri,3.5813953488372094,2.0,21,258,95,58,19
DIECIMO - PESCAGLIA,Fri,2.874251497005988,2.0,35,334,109,59,19
DOMEGLIARA,Fri,4.840390879478828,4.0,56,614,321,211,92
DONNAZ,Fri,3.5609756097560976,3.0,30,246,94,52,9
EMS-La Malfa,Fri,0.26481257557436516,0.0,69,827,30,15,6
ESTE,Fri,1.7091988130563798,1.0,35,337,53,28,9
FABRO-FICULLE,Fri,3.3183279742765275,2.0,26,311,101,59,24
FARA SABINA,Fri,-0.5547169811320755,-1.0,87,1060,34,22,10
FELTRE,Fri,1.3807829181494662,1.0,37,281,28,9,1
FERENTINO-SUPINO,Fri,2.4458204334365323,1.0,74,646,142,78,20
FERRERA LOMELLINA,Fri,5.439716312056738,4.0,26,282,160,82,17
FI ROVEZZANO,Fri,9.5,9.0,10,14,14,13,4
FILATTIERA,Fri,2.434017595307918,1.0,36,341,103,67,17
FILIANO,Fri,6.0071942446043165,3.0,13,139,69,47,11
FIRENZE CAMPO MARTE,Fri,2.987811071609954,2.0,198,1969,632,369,156
FIUMICINO AEROPORTO,Fri,0.6713414634146342,1.0,131,1640,168,56,11
FIVIZZANO ROMETTA - SOLIERA,Fri,3.4099616858237547,2.0,28,261,68,37,6
FONDI - SPERLONGA,Fri,2.6130500758725344,1.0,74,659,155,90,36
FONTANAROSA,Fri,3.0434782608695654,1.0,18,184,38,26,15
FONTECCHIO,Fri,3.75,-1.0,4,4,2,2,0
FORENZA,Fri,4.1749174917491745,2.0,29,303,108,61,21
FORNACI DI BARGA,Fri,2.287425149700599,2.0,35,334,97,51,10
FORNOVO,Fri,2.9344262295081966,2.0,42,488,154,89,33
FOSSALTA DI PIAVE,Fri,9.0,9.0,4,4,4,3,2
FOSSANO,Fri,1.530590717299578,0.0,99,948,185,101,34
FOSSATO DI VICO GUBBIO,Fri,2.6217228464419478,1.0,25,267,64,38,18
FRAMURA,Fri,2.9257731958762885,2.0,48,485,156,87,36
FRATTAMAGGIORE,Fri,12.0,8.0,3,3,3,3,1
FRATTE VILLA COMUNALE,Fri,17.5,1.0,1,2,1,1,1
FUSCALDO,Fri,1.5458937198067633,1.0,19,207,21,13,3
GAIFANA,Fri,0.4915254237288136,-1.0,5,59,7,3,1
GALLARATE,Fri,3.288213244481466,2.0,211,2401,896,557,168
GAVIGNANO,Fri,2.9902200488997557,3.0,35,409,104,26,5
GAVIRATE,Fri,0.0024630541871921183,0.0,34,406,0,0,0
GEMELLI,Fri,2.7680973734785392,2.0,147,1561,303,110,32
GENOVA P.PRINCIPE,Fri,2.5811345646437993,1.0,276,3032,767,424,167
GENOVA PONTEDECIMO,Fri,0.3667711598746082,-1.0,54,638,56,20,4
GENOVA PRA,Fri,7.2,9.0,5,5,4,4,1
GENOVA RIVAROLO,Fri,1.4733542319749215,1.0,54,638,83,34,7
GENOVA S.BIAGIO,Fri,19.0,19.0,1,1,1,1,1
GENOVA VOLTRI,Fri,0.15106853352984526,-1.0,140,1357,159,92,36
GIARRE RIPOSTO,Fri,2.8266850068775793,0.0,78,727,163,109,59
GIOIOSA JONICA,Fri,3.4508196721311477,2.0,47,488,179,122,39
GIOVINAZZO,Fri,3.257537688442211,2.0,81,796,247,142,37
GODO,Fri,5.660130718954249,4.0,40,459,275,178,50
GOLFO ARANCI,Fri,-1.5483870967741935,-2.0,6,62,0,0,0
